issn_l,sourcerecord_id,source_title_medline_sourced_journals_are_indicated_in_green,ajcs,top_level_code,subject_area,top_level
1278-3218,29181,Cancer/Radiotherapie,2741,27,Medicine,Health Sciences
1278-3218,29181,Cancer/Radiotherapie,2730,27,Medicine,Health Sciences
1279-7960,4000150801,Praticien en Anesthesie Reanimation,2703,27,Medicine,Health Sciences
1279-7960,4000150801,Praticien en Anesthesie Reanimation,2907,29,Nursing,Health Sciences
1279-7960,4000150801,Praticien en Anesthesie Reanimation,2711,27,Medicine,Health Sciences
1279-8479,93074,Medecine de Catastrophe Urgences Collectives,2711,27,Medicine,Health Sciences
1279-8479,93074,Medecine de Catastrophe Urgences Collectives,2900,29,Nursing,Health Sciences
1286-0115,19100,Morphologie,2702,27,Medicine,Health Sciences
1286-4579,20264,Microbes and Infection,2725,27,Medicine,Health Sciences
1286-4579,20264,Microbes and Infection,2403,24,Immunology and Microbiology,Life Sciences
1286-4579,20264,Microbes and Infection,2404,24,Immunology and Microbiology,Life Sciences
1290-0729,13761,International Journal of Thermal Sciences,2200,22,Engineering,Physical Sciences
1290-0729,13761,International Journal of Thermal Sciences,3104,31,Physics and Astronomy,Physical Sciences
1293-2558,25326,Solid State Sciences,3104,31,Physics and Astronomy,Physical Sciences
1293-2558,25326,Solid State Sciences,2500,25,Materials Science,Physical Sciences
1293-2558,25326,Solid State Sciences,1600,16,Chemistry,Physical Sciences
1296-2074,57810,Journal of Cultural Heritage,1601,16,Chemistry,Physical Sciences
1296-2074,57810,Journal of Cultural Heritage,1206,12,Arts and Humanities,Social Sciences
1296-2074,57810,Journal of Cultural Heritage,1204,12,Arts and Humanities,Social Sciences
1296-2074,57810,Journal of Cultural Heritage,1607,16,Chemistry,Physical Sciences
1296-2074,57810,Journal of Cultural Heritage,2501,25,Materials Science,Physical Sciences
