values,ind
1056-6171,DOAJ
2590-1613,DOAJ
2667-2685,DOAJ
2667-2375,DOAJ
2667-0313,DOAJ
2666-5220,DOAJ
2772-4174,DOAJ
2666-5352,DOAJ
2667-0224,DOAJ
2666-0520,DOAJ
2667-0410,DOAJ
2666-9153,DOAJ
2092-5212,DOAJ
2772-6568,DOAJ
2666-1888,DOAJ
2667-3215,DOAJ
2666-8459,DOAJ
2772-6282,DOAJ
2772-3704,DOAJ
2590-0986,DOAJ
2096-7438,DOAJ
2666-7207,DOAJ
2666-920X,DOAJ
2589-7500,DOAJ
2666-2485,DOAJ
2666-2469,DOAJ
2666-8319,DOAJ
1808-8686,DOAJ
2666-7843,DOAJ
2666-7908,DOAJ
2666-7193,DOAJ
2666-4593,DOAJ
2666-657X,DOAJ
2590-1974,DOAJ
2666-5778,DOAJ
2603-9249,DOAJ
2772-9737,DOAJ
2590-1230,DOAJ
2666-4410,DOAJ
2667-1425,DOAJ
2666-979X,DOAJ
2590-1427,DOAJ
2666-6219,DOAJ
2772-7246,DOAJ
2590-1702,DOAJ
2772-6711,DOAJ
2590-1621,DOAJ
2772-6878,DOAJ
2590-0072,DOAJ
2772-5030,DOAJ
2772-4115,DOAJ
2666-4984,DOAJ
2095-8099,DOAJ
2667-0380,DOAJ
2667-3789,DOAJ
2666-5492,DOAJ
2666-9900,DOAJ
2666-0326,DOAJ
2589-9155,DOAJ
2666-142X,DOAJ
2666-934X,DOAJ
2667-0917,DOAJ
2666-5344,DOAJ
2772-4166,DOAJ
2666-3961,DOAJ
2590-1397,DOAJ
2772-3925,DOAJ
2590-0064,DOAJ
2665-9271,DOAJ
2590-1575,DOAJ
2665-928X,DOAJ
2590-2911,DOAJ
2667-2588,DOAJ
2772-3976,DOAJ
2590-0595,DOAJ
2666-5018,DOAJ
2590-0056,DOAJ
2665-9107,DOAJ
2666-027X,DOAJ
2590-0889,DOAJ
2666-6022,DOAJ
2667-0062,DOAJ
2666-5239,DOAJ
2468-2942,DOAJ
2666-3643,DOAJ
2666-0490,DOAJ
2590-1362,DOAJ
2666-5557,DOAJ
2590-0420,DOAJ
1517-7580,DOAJ
2590-1508,DOAJ
2772-5022,DOAJ
2666-3597,DOAJ
2667-3053,DOAJ
2667-0054,DOAJ
2666-6936,DOAJ
2666-6685,DOAJ
2772-4212,DOAJ
2589-9090,DOAJ
2666-1667,DOAJ
2666-3287,DOAJ
2666-2477,DOAJ
2666-1683,DOAJ
2590-1125,DOAJ
2666-691X,DOAJ
2772-4425,DOAJ
2666-6758,DOAJ
2772-5286,DOAJ
2666-0334,DOAJ
2666-9161,DOAJ
2666-6790,DOAJ
2666-6383,DOAJ
2666-0547,DOAJ
2666-0539,DOAJ
2667-064X,DOAJ
2667-0364,DOAJ
2666-4690,DOAJ
2153-3539,DOAJ
2666-3309,DOAJ
2666-7657,DOAJ
2772-6096,DOAJ
2590-1982,DOAJ
2666-2736,DOAJ
2666-0865,DOAJ
2666-9560,DOAJ
2667-0097,DOAJ
2667-3967,DOAJ
2772-5596,DOAJ
2451-9588,DOAJ
2666-8335,DOAJ
2666-5573,DOAJ
2772-7823,DOAJ
2666-8181,DOAJ
2666-9552,DOAJ
2590-1370,DOAJ
2666-7916,DOAJ
2667-3126,DOAJ
2666-2779,DOAJ
2374-2895,DOAJ
2590-1591,DOAJ
2475-0379,DOAJ
2211-7156,DOAJ
2772-6320,DOAJ
2667-1379,DOAJ
2590-2601,DOAJ
2590-1567,DOAJ
2666-6227,DOAJ
2667-0569,DOAJ
2589-871X,DOAJ
2590-0374,DOAJ
2666-3503,DOAJ
2666-5484,DOAJ
2772-2759,DOAJ
2666-951X,DOAJ
2667-2545,DOAJ
2666-5395,DOAJ
2666-3899,DOAJ
2590-0897,DOAJ
2772-4247,DOAJ
2666-9706,DOAJ
2666-6065,DOAJ
2185-5560,DOAJ
2666-7568,DOAJ
2666-1543,DOAJ
2666-9145,DOAJ
2666-352X,DOAJ
2772-5774,DOAJ
2667-0267,DOAJ
2666-2450,DOAJ
2590-0552,DOAJ
2666-9374,DOAJ
2590-0285,DOAJ
2589-9368,DOAJ
2605-0730,DOAJ
2667-2782,DOAJ
2590-2520,DOAJ
2667-193X,DOAJ
2667-1743,DOAJ
2666-9005,DOAJ
2212-9820,DOAJ
2772-8013,DOAJ
2059-7029,DOAJ
2667-1026,DOAJ
2590-3462,DOAJ
2667-2421,DOAJ
2589-9864,DOAJ
2666-8289,DOAJ
2590-2296,DOAJ
2666-3864,DOAJ
2666-5204,DOAJ
2666-8270,DOAJ
2666-9641,DOAJ
2590-048X,DOAJ
2666-7894,DOAJ
2772-5014,DOAJ
2666-1020,DOAJ
2590-0935,DOAJ
2589-9147,DOAJ
2590-0544,DOAJ
2665-9131,DOAJ
2666-5174,DOAJ
2666-3341,DOAJ
2590-0536,DOAJ
2666-6820,DOAJ
2590-0188,DOAJ
2666-1446,DOAJ
2590-0560,DOAJ
2590-2075,DOAJ
2772-3690,DOAJ
2666-4968,DOAJ
2666-6235,DOAJ
2772-3917,DOAJ
2665-9441,DOAJ
2666-7762,DOAJ
2589-790X,DOAJ
2666-6391,DOAJ
2666-1497,DOAJ
2667-0089,DOAJ
2665-945X,DOAJ
2772-5081,DOAJ
2667-0968,DOAJ
2667-0100,DOAJ
2665-9727,DOAJ
2667-0992,DOAJ
2589-5559,DOAJ
2214-6245,DOAJ
2667-3436,DOAJ
2772-736X,DOAJ
2659-6636,DOAJ
2590-1524,DOAJ
2475-2991,DOAJ
2772-5987,DOAJ
2666-9676,DOAJ
2667-1476,DOAJ
2772-6134,DOAJ
2772-8293,DOAJ
2666-688X,DOAJ
2667-3940,DOAJ
2590-1133,DOAJ
2666-061X,DOAJ
2772-753X,DOAJ
2667-3444,DOAJ
2666-1659,DOAJ
2667-0259,DOAJ
2666-9544,DOAJ
2666-7924,DOAJ
2590-2555,DOAJ
2667-0119,DOAJ
2667-1115,DOAJ
2666-9110,DOAJ
2667-0747,DOAJ
2589-5141,DOAJ
2667-100X,DOAJ
2666-3880,DOAJ
2590-2628,DOAJ
2666-5581,DOAJ
2214-109X,DOAJ
2667-1603,DOAJ
2666-7215,DOAJ
2772-4220,DOAJ
2667-3185,DOAJ
2667-3932,DOAJ
2666-0164,DOAJ
2772-5294,DOAJ
2665-9174,DOAJ
2590-1710,DOAJ
2590-0978,DOAJ
2772-3755,DOAJ
2772-6622,DOAJ
2667-2766,DOAJ
2214-7829,DOAJ
2666-8939,DOAJ
2666-5468,DOAJ
2666-5727,DOAJ
2474-8706,DOAJ
2666-2620,DOAJ
2772-9303,DOAJ
2667-0895,DOAJ
2590-1478,DOAJ
2713-3745,DOAJ
2590-1516,DOAJ
2772-4158,DOAJ
2773-1391,DOAJ
2773-0786,DOAJ
2773-0328,DOAJ
2772-610X,DOAJ
2772-5863,DOAJ
2773-1111,DOAJ
2772-8269,DOAJ
2773-0492,DOAJ
2772-5723,DOAJ
2773-0654,DOAJ
2773-093X,DOAJ
2772-9761,DOAJ
2772-8129,DOAJ
2772-655X,DOAJ
2772-9494,DOAJ
2772-7831,DOAJ
2773-157X,DOAJ
2772-9419,DOAJ
2772-9125,DOAJ
2773-0506,DOAJ
2773-1863,DOAJ
2949-8341,DOAJ
2949-7914,DOAJ
2949-7116,DOAJ
2949-6780,DOAJ
2949-7132,DOAJ
2949-7744,DOAJ
2773-207X,DOAJ
2472-6303,DOAJ
2472-5552,DOAJ
2949-9178,DOAJ
2773-0646,DOAJ
2773-2231,DOAJ
2042-6305,DOAJ
2045-1393,DOAJ
2045-0907,DOAJ
2045-0885,DOAJ
2045-0923,DOAJ
2045-0869,DOAJ
2056-3299,DOAJ
1758-1923,DOAJ
2191-1363,DOAJ
1409-7621,DOAJ
2040-1116,DOAJ
2520-6311,DOAJ
2520-6214,DOAJ
1885-2564,DOAJ
0021-9592,DOAJ
1787-4033,OpenAlex
0865-2090,OpenAlex
1230-4786,OpenAlex
2055-3390,OpenAlex
1738-2122,OpenAlex
1643-5877,OpenAlex
2411-4138,OpenAlex
0509-6669,OpenAlex
2081-1500,OpenAlex
2450-4637,OpenAlex
2235-0640,OpenAlex
2765-8511,OpenAlex
2634-2499,OpenAlex
2635-1692,OpenAlex
2601-8659,OpenAlex
1851-6599,OpenAlex
1220-658X,OpenAlex
2392-7518,OpenAlex
2498-8707,OpenAlex
2770-0208,OpenAlex
2601-8799,OpenAlex
2673-1665,OpenAlex
2752-6356,OpenAlex
2590-2776,OpenAlex
1016-4855,OpenAlex
1755-1315,OpenAlex
1216-3384,OpenAlex
0044-1600,OpenAlex
2577-5421,OpenAlex
2631-1348,OpenAlex
2296-9179,OpenAlex
2067-225X,OpenAlex
2601-8616,OpenAlex
1644-0633,OpenAlex
2634-243X,OpenAlex
2502-0226,OpenAlex
2601-5773,OpenAlex
2673-6136,OpenAlex
1757-8981,OpenAlex
2192-8304,OpenAlex
1029-807X,OpenAlex
2635-0173,OpenAlex
2601-8632,OpenAlex
2219-3820,OpenAlex
2732-2688,OpenAlex
2411-4103,OpenAlex
2668-6309,OpenAlex
1874-2203,OpenAlex
1539-6754,OpenAlex
2612-2138,OpenAlex
2235-8668,OpenAlex
2309-8287,OpenAlex
2634-2596,OpenAlex
1077-291X,OpenAlex
2391-8160,OpenAlex
2299-8535,OpenAlex
2047-4954,OpenAlex
2043-6386,OpenAlex
2770-6710,OpenAlex
2731-4243,OpenAlex
2450-0402,OpenAlex
2731-9229,OpenAlex
2731-9814,OpenAlex
2769-4127,OpenAlex
2731-684X,OpenAlex
2731-9245,OpenAlex
2754-6993,OpenAlex
2731-4251,OpenAlex
2096-031X,OpenAlex
2755-0761,OpenAlex
2770-7571,OpenAlex
2731-426X,OpenAlex
2694-1899,OpenAlex
2734-4754,OpenAlex
2784-1391,OpenAlex
2731-9237,OpenAlex
2784-7497,OpenAlex
2731-3395,OpenAlex
2571-662X,OpenAlex
2055-7159,OpenAlex
1340-2838,OpenAlex
1674-5507,OpenAlex
1461-1457,OpenAlex
1749-5016,OpenAlex
2057-1577,OpenAlex
2047-217X,OpenAlex
2057-2107,OpenAlex
2058-5543,OpenAlex
2399-5300,OpenAlex
2056-3426,OpenAlex
1758-0463,OpenAlex
2050-6201,OpenAlex
2050-3911,OpenAlex
2574-2531,OpenAlex
2048-8505,OpenAlex
0305-1048,OpenAlex
1759-4685,OpenAlex
0449-3060,OpenAlex
1748-1317,OpenAlex
1367-4803,OpenAlex
2041-2851,OpenAlex
1759-6653,OpenAlex
0737-4038,OpenAlex
2288-4300,OpenAlex
2053-9711,OpenAlex
2053-714X,OpenAlex
2514-1775,OpenAlex
2399-1399,OpenAlex
1946-5319,OpenAlex
2057-2093,OpenAlex
2396-8923,OpenAlex
2515-5091,OpenAlex
2053-8855,OpenAlex
2399-3529,OpenAlex
2054-8397,OpenAlex
2051-1434,OpenAlex
2155-7470,OpenAlex
2514-2119,OpenAlex
2328-8957,OpenAlex
2160-6056,OpenAlex
2516-1571,OpenAlex
2633-0873,OpenAlex
2632-7899,OpenAlex
2635-0041,OpenAlex
2631-4428,OpenAlex
2634-3916,OpenAlex
2515-2084,OpenAlex
2516-4236,OpenAlex
2633-9048,OpenAlex
2754-2483,OpenAlex
2631-9268,OpenAlex
1536-2442,OpenAlex
2398-4945,OpenAlex
2397-7000,OpenAlex
2632-1823,OpenAlex
2633-6960,OpenAlex
2517-4843,OpenAlex
2632-8674,OpenAlex
2634-5293,OpenAlex
2573-2102,OpenAlex
2632-7376,OpenAlex
2631-827X,OpenAlex
2632-5012,OpenAlex
2631-4797,OpenAlex
2517-5025,OpenAlex
2633-8823,OpenAlex
2632-2498,OpenAlex
2752-5082,OpenAlex
2633-6693,OpenAlex
2632-1297,OpenAlex
2732-4303,OpenAlex
2633-6685,OpenAlex
2634-3797,OpenAlex
2515-396X,OpenAlex
2633-6979,OpenAlex
2634-4068,OpenAlex
2752-4191,OpenAlex
2042-8812,OpenAlex
2752-6542,OpenAlex
2755-0230,OpenAlex
2753-149X,OpenAlex
1742-2132,OpenAlex
1748-9326,OpenAlex
1367-2630,OpenAlex
2752-5724,OpenAlex
2634-4505,OpenAlex
2632-2153,OpenAlex
2053-1591,OpenAlex
2515-7647,OpenAlex
2752-5295,OpenAlex
2515-7639,OpenAlex
1742-6588,OpenAlex
2632-959X,OpenAlex
2515-7655,OpenAlex
2515-7620,OpenAlex
2634-4386,OpenAlex
2631-7990,OpenAlex
2399-6528,OpenAlex
2633-4356,OpenAlex
2632-072X,OpenAlex
2633-1357,OpenAlex
2752-664X,OpenAlex
2752-5309,OpenAlex
1751-9632,OpenAlex
1751-8725,OpenAlex
1755-4535,OpenAlex
1751-8806,OpenAlex
1751-8709,OpenAlex
1751-9659,OpenAlex
1752-1416,OpenAlex
1751-8601,OpenAlex
1751-956X,OpenAlex
1751-8768,OpenAlex
1751-9675,OpenAlex
1751-8849,OpenAlex
1751-8644,OpenAlex
1751-8628,OpenAlex
1750-0443,OpenAlex
1751-8822,OpenAlex
1751-8687,OpenAlex
0013-5194,OpenAlex
1751-8660,OpenAlex
1751-8784,OpenAlex
1751-8741,OpenAlex
2047-4938,OpenAlex
2042-9738,OpenAlex
2053-3713,OpenAlex
2051-3305,OpenAlex
2405-4518,OpenAlex
2468-2322,OpenAlex
1751-858X,OpenAlex
2516-8398,OpenAlex
2634-1581,OpenAlex
2517-7567,OpenAlex
2515-2947,OpenAlex
2631-7680,OpenAlex
2634-1573,OpenAlex
2398-6182,OpenAlex
2398-3396,OpenAlex
2514-3255,OpenAlex
2397-7264,OpenAlex
2516-8401,OpenAlex
2632-8925,OpenAlex
2631-6315,OpenAlex
0144-8463,OpenAlex
2059-6553,OpenAlex
0962-7286,OpenAlex
0924-9338,OpenAlex
0016-7746,OpenAlex
1930-2975,OpenAlex
0030-6053,OpenAlex
0023-8791,OpenAlex
1742-1705,OpenAlex
0022-1430,OpenAlex
1727-7191,OpenAlex
0031-1820,OpenAlex
1368-9800,OpenAlex
1463-4236,OpenAlex
0260-3055,OpenAlex
2071-8322,OpenAlex
0950-2688,OpenAlex
0263-0346,OpenAlex
2045-7960,OpenAlex
1074-0708,OpenAlex
2048-6790,OpenAlex
1068-2805,OpenAlex
2056-4694,OpenAlex
2052-3289,OpenAlex
2056-4724,OpenAlex
2050-5094,OpenAlex
2050-5086,OpenAlex
2633-2892,OpenAlex
2732-494X,OpenAlex
2632-8828,OpenAlex
2633-4259,OpenAlex
2398-7723,OpenAlex
2056-354X,OpenAlex
2059-5999,OpenAlex
2053-4701,OpenAlex
2632-2897,OpenAlex
2513-9886,OpenAlex
2054-4251,OpenAlex
1741-7627,OpenAlex
2516-712X,OpenAlex
2059-8661,OpenAlex
2632-3249,OpenAlex
2631-7176,OpenAlex
2632-6736,OpenAlex
2059-4798,OpenAlex
2056-4740,OpenAlex
2513-843X,OpenAlex
2633-903X,OpenAlex
2752-6135,OpenAlex
2331-2009,OpenAlex
2331-1886,OpenAlex
2331-1975,OpenAlex
2332-2039,OpenAlex
2331-1932,OpenAlex
2331-1916,OpenAlex
2331-2025,OpenAlex
2331-1843,OpenAlex
1759-1953,OpenAlex
2398-3795,OpenAlex
1754-8403,OpenAlex
2046-6390,OpenAlex
2095-2759,OpenAlex
2096-157X,OpenAlex
0004-282X,OpenAlex
0102-3616,OpenAlex
0100-7203,OpenAlex
0103-5355,OpenAlex
2371-1671,OpenAlex
2368-7460,OpenAlex
2564-4939,OpenAlex
2291-2789,OpenAlex
1712-9532,OpenAlex
1198-2241,OpenAlex
0387-3285,OpenAlex
1864-6042,OpenAlex
1868-1034,OpenAlex
1869-215X,OpenAlex
1613-4796,OpenAlex
1864-7782,OpenAlex
1605-8127,OpenAlex
0793-0135,OpenAlex
1425-4689,OpenAlex
1730-2439,OpenAlex
1433-7266,OpenAlex
1509-3859,OpenAlex
0075-6334,OpenAlex
0793-0283,OpenAlex
1430-6395,OpenAlex
1536-1365,OpenAlex
1862-2976,OpenAlex
2543-6376,OpenAlex
1232-8855,OpenAlex
1868-5021,OpenAlex
1730-413X,OpenAlex
0792-1241,OpenAlex
1642-3402,OpenAlex
1618-7229,OpenAlex
2364-7485,OpenAlex
2391-5439,OpenAlex
1582-3296,OpenAlex
2364-5504,OpenAlex
2192-8614,OpenAlex
2067-2993,OpenAlex
2081-7738,OpenAlex
0800-6377,OpenAlex
2191-9496,OpenAlex
1210-3195,OpenAlex
2335-2019,OpenAlex
1027-5207,OpenAlex
2080-0150,OpenAlex
2191-9542,OpenAlex
0334-8938,OpenAlex
2192-8029,OpenAlex
1898-5238,OpenAlex
2083-3725,OpenAlex
2332-7774,OpenAlex
2544-6320,OpenAlex
2451-3458,OpenAlex
2567-9430,OpenAlex
2564-615X,OpenAlex
2198-6800,OpenAlex
2544-8986,OpenAlex
2628-491X,OpenAlex
0792-1233,OpenAlex
0137-9585,OpenAlex
2644-5247,OpenAlex
2545-3858,OpenAlex
2568-2407,OpenAlex
1867-1691,OpenAlex
2747-7495,OpenAlex
2601-9388,OpenAlex
1454-5144,OpenAlex
1946-0163,OpenAlex
2544-9826,OpenAlex
2246-3755,OpenAlex
1429-9321,OpenAlex
2082-2103,OpenAlex
1842-435X,OpenAlex
2365-242X,OpenAlex
2544-6339,OpenAlex
2657-4233,OpenAlex
1822-4555,OpenAlex
2154-3348,OpenAlex
2544-7297,OpenAlex
2701-8199,OpenAlex
2191-9089,OpenAlex
0015-5748,OpenAlex
2451-4950,OpenAlex
1646-7752,OpenAlex
1857-9345,OpenAlex
2466-4774,OpenAlex
0170-057X,OpenAlex
2451-3148,OpenAlex
1221-5023,OpenAlex
2719-3004,OpenAlex
2668-7542,OpenAlex
2391-5544,OpenAlex
1221-2245,OpenAlex
1640-9019,OpenAlex
2616-1923,OpenAlex
2668-4217,OpenAlex
2193-3685,OpenAlex
2657-4950,OpenAlex
2080-5926,OpenAlex
1805-2371,OpenAlex
2353-3773,OpenAlex
2601-6877,OpenAlex
2749-9642,OpenAlex
2657-5450,OpenAlex
2601-6141,OpenAlex
2657-3628,OpenAlex
1854-0678,OpenAlex
2521-702X,OpenAlex
2256-0386,OpenAlex
2576-6724,OpenAlex
2364-768X,OpenAlex
2285-388X,OpenAlex
1891-6708,OpenAlex
2587-3318,OpenAlex
1898-6196,OpenAlex
2544-7831,OpenAlex
2049-7156,OpenAlex
2067-2705,OpenAlex
2657-8603,OpenAlex
2569-3263,OpenAlex
2544-3577,OpenAlex
2585-7444,OpenAlex
2668-6449,OpenAlex
1337-978X,OpenAlex
2285-1518,OpenAlex
0874-9493,OpenAlex
1335-3632,OpenAlex
1232-9630,OpenAlex
2545-2843,OpenAlex
2545-0255,OpenAlex
2344-3871,OpenAlex
2391-5536,OpenAlex
1691-4333,OpenAlex
2444-8656,OpenAlex
1896-3811,OpenAlex
2628-166X,OpenAlex
2674-4600,OpenAlex
2543-8883,OpenAlex
2545-3254,OpenAlex
2351-8227,OpenAlex
1691-4147,OpenAlex
2657-3539,OpenAlex
2601-081X,OpenAlex
2729-7640,OpenAlex
2543-8042,OpenAlex
2300-3545,OpenAlex
2543-8875,OpenAlex
0800-6865,OpenAlex
2585-8084,OpenAlex
2747-7479,OpenAlex
2719-9509,OpenAlex
2668-3148,OpenAlex
2657-3555,OpenAlex
1303-829X,OpenAlex
2451-0262,OpenAlex
2299-1093,OpenAlex
2544-8951,OpenAlex
2545-2827,OpenAlex
2058-5969,OpenAlex
2544-9990,OpenAlex
1822-7767,OpenAlex
2003-184X,OpenAlex
2544-8994,OpenAlex
2719-4523,OpenAlex
2668-7755,OpenAlex
2450-7563,OpenAlex
2451-1781,OpenAlex
2601-5005,OpenAlex
1583-6401,OpenAlex
2451-1935,OpenAlex
1337-9291,OpenAlex
2719-8073,OpenAlex
1220-5818,OpenAlex
1453-0953,OpenAlex
2067-354X,OpenAlex
2720-4286,OpenAlex
1210-0668,OpenAlex
2080-2234,OpenAlex
0567-8315,OpenAlex
0079-4740,OpenAlex
2391-5455,OpenAlex
1233-2585,OpenAlex
1644-7700,OpenAlex
1730-4237,OpenAlex
0933-4807,OpenAlex
1506-9427,OpenAlex
1897-2810,OpenAlex
1426-8981,OpenAlex
2391-5412,OpenAlex
0081-6272,OpenAlex
2081-6936,OpenAlex
0006-5471,OpenAlex
1318-2099,OpenAlex
1895-8281,OpenAlex
1234-2238,OpenAlex
1803-8417,OpenAlex
1335-342X,OpenAlex
0282-423X,OpenAlex
0868-8257,OpenAlex
0004-1254,OpenAlex
1509-8117,OpenAlex
0029-5922,OpenAlex
0042-790X,OpenAlex
1337-9038,OpenAlex
1426-2630,OpenAlex
1642-5952,OpenAlex
1213-2446,OpenAlex
2029-0454,OpenAlex
1330-0075,OpenAlex
1640-5544,OpenAlex
1641-876X,OpenAlex
1311-0160,OpenAlex
1643-4439,OpenAlex
0860-150X,OpenAlex
0037-5349,OpenAlex
0440-6605,OpenAlex
1335-8871,OpenAlex
1337-6853,OpenAlex
1899-8526,OpenAlex
1318-5454,OpenAlex
1581-4661,OpenAlex
1899-4849,OpenAlex
0035-5429,OpenAlex
1841-6624,OpenAlex
1470-9589,OpenAlex
2299-3231,OpenAlex
2300-9969,OpenAlex
0867-6356,OpenAlex
2300-7443,OpenAlex
1403-1108,OpenAlex
1331-5609,OpenAlex
1335-8421,OpenAlex
0351-0026,OpenAlex
2080-5187,OpenAlex
2457-550X,OpenAlex
1407-6160,OpenAlex
1691-6301,OpenAlex
1223-9666,OpenAlex
0137-6365,OpenAlex
1224-9718,OpenAlex
1311-9702,OpenAlex
1802-4866,OpenAlex
1338-1563,OpenAlex
1336-5452,OpenAlex
2084-1264,OpenAlex
0520-7371,OpenAlex
1847-8344,OpenAlex
2084-7203,OpenAlex
0324-1750,OpenAlex
1339-7834,OpenAlex
2391-5447,OpenAlex
1841-1487,OpenAlex
1017-1274,OpenAlex
0547-3101,OpenAlex
2353-5415,OpenAlex
1583-980X,OpenAlex
0018-0599,OpenAlex
1224-984X,OpenAlex
2300-6560,OpenAlex
2391-8152,OpenAlex
2299-3282,OpenAlex
1335-2555,OpenAlex
1821-0902,OpenAlex
1844-6086,OpenAlex
1800-9581,OpenAlex
2286-2102,OpenAlex
2299-680X,OpenAlex
2068-8008,OpenAlex
1210-8812,OpenAlex
2300-2298,OpenAlex
2300-7451,OpenAlex
1210-3896,OpenAlex
2247-3769,OpenAlex
1230-7831,OpenAlex
2343-8894,OpenAlex
1734-1663,OpenAlex
2299-3274,OpenAlex
2037-0830,OpenAlex
2255-9604,OpenAlex
2367-5144,OpenAlex
2393-1809,OpenAlex
1842-0206,OpenAlex
1898-4088,OpenAlex
2300-6579,OpenAlex
2255-9140,OpenAlex
1896-3307,OpenAlex
1336-9180,OpenAlex
2066-639X,OpenAlex
1841-7051,OpenAlex
1857-8462,OpenAlex
2065-5924,OpenAlex
2353-0626,OpenAlex
1734-7009,OpenAlex
1841-3293,OpenAlex
1844-6094,OpenAlex
2246-1809,OpenAlex
2353-7396,OpenAlex
2084-8838,OpenAlex
2084-879X,OpenAlex
1802-1115,OpenAlex
1792-345X,OpenAlex
1234-3099,OpenAlex
2066-7744,OpenAlex
1584-3734,OpenAlex
2065-748X,OpenAlex
1804-8722,OpenAlex
2084-980X,OpenAlex
2300-5009,OpenAlex
1338-8339,OpenAlex
0452-599X,OpenAlex
2344-1496,OpenAlex
1338-6891,OpenAlex
2303-5005,OpenAlex
2354-0079,OpenAlex
2081-9943,OpenAlex
1336-5835,OpenAlex
1406-9954,OpenAlex
2063-997X,OpenAlex
0801-5775,OpenAlex
2296-990X,OpenAlex
1899-1998,OpenAlex
2299-0518,OpenAlex
0867-6046,OpenAlex
0044-2011,OpenAlex
2501-5974,OpenAlex
2080-7279,OpenAlex
2069-7554,OpenAlex
1509-9415,OpenAlex
1847-5450,OpenAlex
2300-5289,OpenAlex
1730-1912,OpenAlex
2391-5471,OpenAlex
0379-3664,OpenAlex
2233-1999,OpenAlex
1684-4769,OpenAlex
2183-3311,OpenAlex
2543-6597,OpenAlex
2067-9785,OpenAlex
2391-5463,OpenAlex
1407-009X,OpenAlex
2450-6966,OpenAlex
2081-4836,OpenAlex
1338-5615,OpenAlex
2391-9531,OpenAlex
2083-134X,OpenAlex
0071-6677,OpenAlex
2255-7563,OpenAlex
1336-1589,OpenAlex
0551-3677,OpenAlex
1337-7590,OpenAlex
2255-8837,OpenAlex
2453-6725,OpenAlex
1336-5266,OpenAlex
1231-3726,OpenAlex
2067-5151,OpenAlex
1854-7400,OpenAlex
1582-6384,OpenAlex
2451-3474,OpenAlex
0860-2107,OpenAlex
2286-2218,OpenAlex
1803-2427,OpenAlex
0420-1213,OpenAlex
0039-2472,OpenAlex
2084-848X,OpenAlex
1392-1142,OpenAlex
1336-9024,OpenAlex
2353-0707,OpenAlex
1849-8531,OpenAlex
1804-3216,OpenAlex
2391-5420,OpenAlex
2081-3910,OpenAlex
0081-6485,OpenAlex
2450-7393,OpenAlex
2182-2824,OpenAlex
2303-4858,OpenAlex
1734-4492,OpenAlex
1224-8703,OpenAlex
1583-2430,OpenAlex
2256-0939,OpenAlex
1330-061X,OpenAlex
0001-8325,OpenAlex
1799-3350,OpenAlex
2454-034X,OpenAlex
0721-9067,OpenAlex
1891-1803,OpenAlex
1891-5469,OpenAlex
1407-981X,OpenAlex
1804-6746,OpenAlex
2336-3193,OpenAlex
2392-7054,OpenAlex
1805-3580,OpenAlex
0231-5742,OpenAlex
1801-3422,OpenAlex
1335-8243,OpenAlex
1335-2563,OpenAlex
1339-4045,OpenAlex
0351-2851,OpenAlex
2069-7449,OpenAlex
1453-1968,OpenAlex
1224-1784,OpenAlex
1844-9689,OpenAlex
1584-2339,OpenAlex
2286-2668,OpenAlex
1844-1076,OpenAlex
1842-4120,OpenAlex
2065-0574,OpenAlex
0334-1860,OpenAlex
1445-7377,OpenAlex
1215-1610,OpenAlex
2214-8515,OpenAlex
2666-3066,OpenAlex
1083-3668,OpenAlex
2329-423X,OpenAlex
0079-4252,OpenAlex
0022-300X,OpenAlex
1733-1331,OpenAlex
1178-8690,OpenAlex
1899-0142,OpenAlex
1032-335X,OpenAlex
1178-5608,OpenAlex
2245-8875,OpenAlex
0226-1766,OpenAlex
1449-3764,OpenAlex
2207-7472,OpenAlex
2206-5369,OpenAlex
2470-8038,OpenAlex
2652-3647,OpenAlex
1942-3268,OpenAlex
0391-9005,OpenAlex
2352-6475,OpenAlex
2214-1677,OpenAlex
2155-384X,OpenAlex
2326-3253,OpenAlex
2690-2702,OpenAlex
2641-7650,OpenAlex
2471-254X,OpenAlex
2211-1247,OpenAlex
2162-2531,OpenAlex
2329-0501,OpenAlex
2589-0042,OpenAlex
0022-1295,OpenAlex
2156-7085,OpenAlex
1094-4087,OpenAlex
2159-3930,OpenAlex
2334-2536,OpenAlex
2578-7519,OpenAlex
1094-2912,OpenAlex
0334-6455,OpenAlex
1933-6918,OpenAlex
1942-0862,OpenAlex
1559-2294,OpenAlex
1933-6934,OpenAlex
1933-6896,OpenAlex
2162-4011,OpenAlex
1949-0976,OpenAlex
2164-5698,OpenAlex
1555-7561,OpenAlex
1069-1898,OpenAlex
2328-4277,OpenAlex
2333-5084,OpenAlex
2472-1972,OpenAlex
0890-9369,OpenAlex
1072-0502,OpenAlex
2373-2873,OpenAlex
0033-2615,OpenAlex
2638-616X,OpenAlex
2644-125X,OpenAlex
2471-9625,OpenAlex
1539-1663,OpenAlex
1083-7159,OpenAlex
1523-0430,OpenAlex
1043-2256,OpenAlex
1940-3372,OpenAlex
2578-4854,OpenAlex
1529-1227,OpenAlex
2168-0450,OpenAlex
2000-8686,OpenAlex
1654-661X,OpenAlex
2300-0147,OpenAlex
2083-2567,OpenAlex
2300-391X,OpenAlex
1233-2224,OpenAlex
